boot,corpus,metric,point,sha,run,ms,rc,peak_kb
1787475254,synth100,gen,p08,502b1a9e8bc83755f8c566574e4c8c6d976b92ca,1,140,0,0
1787475254,synth100,gen,p09,5f33dd3c2a7a2621d052210ccbf645ac6944016c,1,131,0,0
1787475254,synth100,gen,p10,45c62cccf3dbf862c4c25a513b9685fdb3d4a82e,1,137,0,0
1787475254,synth100,gen,p11,406e50d90eb704f98322f2a2ab6de211d988c676,1,144,0,0
1787475254,synth100,gen,p12,26e4ff38647c6336f69f1df0772b495105d76abd,1,137,0,0
1787475254,synth100,gen,p13,8b61c59b4c743657e1bd91c0e125957b319cd883,1,131,0,0
1787475254,synth100,gen,p14,48fcd12614e2f22820dc3eabc8bfe4f3407763af,1,136,0,0
1787475254,synth100,gen,p15,4c9bca9e34d78ef186f4d184b32da3fcba19fae0,1,144,0,0
1787475254,synth100,gen,p16,7c9ae2029e18909a97773cd7693f2e4b48a8d0eb,1,136,0,0
1787475254,synth100,gen,p17,067bdbc08d585077e2a1f0907ee0a1e84a90e795,1,122,0,0
